yr,height,weight,bmi,gender
19-44,158.98,58.59,23.18,0
19-44,159.13,58.21,22.99,0
19-44,159.28,57.2,22.55,0
19-44,159.77,58.18,22.79,0
19-44,159.45,58.29,22.93,0
19-44,159.45,58.72,23.1,0
19-44,159.32,59.5,23.44,0
19-44,158.97,58.68,23.22,0
19-44,159.63,58.79,23.07,0
19-44,159.3,58.42,23.02,0
19-44,159.55,59.06,23.2,0
19-44,159.68,59.17,23.21,0
19-44,159.24,57.74,22.77,0
19-44,158.71,58.26,23.13,0
19-44,159.69,58.81,23.06,0
19-44,159.16,59.83,23.62,0
19-44,159.43,58.61,23.06,0
19-44,159.83,59.07,23.12,0
19-44,159.52,58.96,23.17,0
19-44,159.84,59.27,23.2,0
19-44,159.03,57.99,22.93,0
19-44,160.07,58.91,22.99,0
19-44,159.94,59.59,23.29,0
19-44,159.59,58.3,22.89,0
19-44,159.43,60.06,23.63,0
19-44,159.5,59.18,23.26,0
19-44,159.19,57.88,22.84,0
19-44,159.69,59.53,23.34,0
19-44,159.06,58.16,22.99,0
19-44,159.36,57.42,22.61,0
19-44,159.72,58.33,22.86,0
19-44,158.98,57.57,22.78,0
19-44,159.62,57.47,22.56,0
19-44,159.91,58.04,22.7,0
19-44,160.04,58.92,23.01,0
19-44,159.55,59.12,23.22,0
19-44,159.53,58.27,22.9,0
19-44,159.09,58.14,22.97,0
19-44,159.0,58.44,23.11,0
19-44,160.14,59.74,23.3,0
19-44,159.88,60.1,23.51,0
19-44,159.31,58.92,23.21,0
19-44,159.4,58.19,22.9,0
19-44,159.23,59.04,23.28,0
19-44,159.8,58.68,22.98,0
19-44,159.49,58.18,22.87,0
19-44,159.36,59.91,23.59,0
19-44,159.86,58.56,22.92,0
19-44,158.68,58.18,23.11,0
19-44,159.26,58.75,23.16,0
19-44,159.01,58.27,23.04,0
19-44,159.55,58.9,23.14,0
19-44,159.92,59.44,23.24,0
19-44,159.47,58.87,23.15,0
19-44,159.22,57.95,22.86,0
19-44,159.73,58.3,22.85,0
19-44,159.32,57.93,22.82,0
19-44,159.66,57.87,22.7,0
19-44,159.28,58.59,23.09,0
19-44,159.58,57.73,22.67,0
19-44,158.96,59.16,23.42,0
19-44,159.26,58.58,23.1,0
19-44,159.63,57.58,22.6,0
19-44,158.8,57.75,22.9,0
19-44,159.65,58.5,22.95,0
19-44,159.46,58.39,22.96,0
19-44,159.54,58.16,22.85,0
19-44,159.17,58.18,22.97,0
19-44,159.43,58.08,22.85,0
19-44,159.69,58.12,22.79,0
19-44,159.12,58.6,23.14,0
19-44,159.53,59.15,23.24,0
19-44,159.32,58.3,22.97,0
19-44,158.89,58.46,23.16,0
19-44,159.67,58.77,23.05,0
19-44,160.17,58.01,22.61,0
19-44,159.47,58.16,22.87,0
19-44,159.51,59.48,23.38,0
19-44,159.52,58.41,22.95,0
19-44,159.6,59.42,23.33,0
19-44,159.14,58.55,23.12,0
19-44,158.85,58.31,23.11,0
19-44,158.91,58.78,23.28,0
19-44,159.51,58.27,22.9,0
19-44,159.57,59.35,23.31,0
19-44,159.77,58.94,23.09,0
19-44,159.04,59.68,23.6,0
19-44,159.95,58.43,22.84,0
19-44,159.43,59.11,23.26,0
19-44,159.76,59.26,23.22,0
19-44,159.8,59.3,23.22,0
19-44,159.3,58.94,23.23,0
19-44,159.34,59.94,23.61,0
19-44,159.25,58.25,22.97,0
19-44,159.27,59.2,23.34,0
19-44,159.81,57.71,22.6,0
19-44,159.39,59.47,23.41,0
19-44,159.7,59.4,23.29,0
19-44,159.92,59.06,23.09,0
19-44,159.1,58.17,22.98,0
19-44,160.18,58.93,22.97,0
19-44,159.44,58.16,22.88,0
19-44,159.19,57.07,22.52,0
19-44,159.44,58.18,22.89,0
19-44,159.4,58.55,23.04,0
19-44,158.91,58.58,23.2,0
19-44,159.33,58.18,22.92,0
19-44,159.99,59.79,23.36,0
19-44,159.51,57.66,22.66,0
19-44,159.44,58.87,23.16,0
19-44,159.31,59.79,23.56,0
19-44,159.34,59.62,23.48,0
19-44,160.25,58.77,22.88,0
19-44,158.95,57.81,22.88,0
19-44,159.87,58.78,23.0,0
19-44,159.6,58.86,23.11,0
19-44,158.65,58.38,23.19,0
19-44,159.2,59.28,23.39,0
19-44,159.64,59.07,23.18,0
19-44,159.85,59.49,23.28,0
19-44,159.39,58.6,23.07,0
19-44,159.39,60.48,23.81,0
19-44,158.69,57.88,22.98,0
19-44,159.13,58.32,23.03,0
19-44,159.84,59.82,23.41,0
19-44,159.54,59.18,23.25,0
19-44,159.28,58.36,23.01,0
19-44,159.0,59.23,23.43,0
19-44,159.64,58.68,23.03,0
19-44,159.06,58.61,23.17,0
19-44,159.17,58.73,23.18,0
19-44,159.26,58.7,23.14,0
19-44,159.8,58.66,22.97,0
19-44,158.39,57.19,22.79,0
19-44,159.35,57.55,22.66,0
19-44,159.05,58.11,22.97,0
19-44,159.72,58.37,22.88,0
19-44,159.16,57.71,22.78,0
19-44,159.9,58.97,23.07,0
19-44,159.92,58.84,23.01,0
45-64,156.36,58.38,23.88,0
45-64,156.62,59.02,24.06,0
45-64,156.28,59.44,24.34,0
45-64,156.45,58.62,23.95,0
45-64,156.68,59.49,24.24,0
45-64,156.81,58.73,23.88,0
45-64,156.64,59.19,24.12,0
45-64,156.27,58.6,24.0,0
45-64,156.49,59.43,24.27,0
45-64,155.71,58.23,24.01,0
45-64,156.47,58.82,24.02,0
45-64,156.47,58.72,23.98,0
45-64,156.67,58.84,23.97,0
45-64,156.45,58.1,23.74,0
45-64,156.53,59.49,24.28,0
45-64,156.62,58.36,23.79,0
45-64,156.58,59.57,24.3,0
45-64,156.37,59.19,24.21,0
45-64,156.53,58.97,24.07,0
45-64,156.19,58.16,23.84,0
45-64,156.59,60.08,24.5,0
45-64,156.65,59.01,24.05,0
45-64,156.51,59.35,24.23,0
45-64,156.2,59.22,24.27,0
45-64,156.25,58.66,24.03,0
45-64,156.7,59.21,24.11,0
45-64,156.42,59.78,24.43,0
45-64,156.07,57.97,23.8,0
45-64,156.47,59.86,24.45,0
45-64,156.42,59.78,24.43,0
45-64,156.58,59.36,24.21,0
45-64,156.51,58.91,24.05,0
45-64,156.27,58.55,23.98,0
45-64,156.3,59.25,24.26,0
45-64,156.02,58.45,24.01,0
45-64,156.76,59.46,24.2,0
45-64,156.36,59.04,24.15,0
45-64,156.98,59.23,24.04,0
45-64,156.35,58.4,23.89,0
45-64,156.82,58.91,23.96,0
45-64,156.26,59.32,24.29,0
45-64,156.73,59.66,24.29,0
45-64,156.41,59.49,24.32,0
45-64,156.45,58.67,23.97,0
45-64,156.43,58.92,24.08,0
45-64,156.24,58.08,23.79,0
45-64,156.36,58.84,24.06,0
45-64,156.47,59.01,24.1,0
45-64,156.69,58.69,23.9,0
45-64,156.36,59.76,24.44,0
45-64,156.71,60.05,24.45,0
45-64,156.74,59.16,24.08,0
45-64,156.3,58.97,24.14,0
45-64,156.71,59.56,24.25,0
45-64,156.63,59.62,24.3,0
45-64,156.11,58.54,24.02,0
45-64,156.29,59.67,24.43,0
45-64,156.41,58.07,23.74,0
45-64,156.79,58.44,23.77,0
45-64,156.27,59.06,24.18,0
45-64,156.32,58.95,24.12,0
45-64,156.1,59.86,24.57,0
45-64,156.55,59.36,24.22,0
45-64,156.12,59.49,24.41,0
45-64,156.58,59.06,24.09,0
45-64,156.39,59.46,24.31,0
45-64,156.75,59.64,24.27,0
45-64,156.87,59.52,24.19,0
45-64,156.41,59.24,24.22,0
45-64,156.0,58.58,24.07,0
45-64,156.46,59.22,24.19,0
45-64,156.3,58.27,23.85,0
45-64,156.94,59.28,24.07,0
45-64,156.16,58.85,24.13,0
45-64,156.71,58.21,23.7,0
45-64,156.51,58.49,23.88,0
45-64,156.74,59.4,24.18,0
45-64,156.35,58.95,24.12,0
45-64,156.45,59.03,24.11,0
45-64,156.17,57.8,23.7,0
45-64,156.81,59.67,24.27,0
45-64,156.22,59.25,24.28,0
45-64,156.28,59.35,24.3,0
45-64,156.52,59.28,24.2,0
45-64,156.19,57.74,23.67,0
45-64,156.77,59.24,24.11,0
45-64,156.8,58.59,23.83,0
45-64,156.8,58.88,23.95,0
45-64,156.33,58.87,24.09,0
45-64,156.57,59.43,24.24,0
45-64,156.84,59.32,24.11,0
45-64,157.0,59.82,24.27,0
45-64,156.62,59.63,24.31,0
45-64,156.37,58.82,24.06,0
45-64,156.36,58.61,23.97,0
45-64,156.22,58.56,23.99,0
45-64,157.11,59.99,24.3,0
45-64,156.27,58.93,24.13,0
45-64,156.37,58.82,24.06,0
45-64,156.52,59.68,24.36,0
45-64,156.13,58.24,23.89,0
45-64,156.91,59.5,24.17,0
45-64,155.71,58.27,24.03,0
45-64,156.54,59.45,24.26,0
45-64,156.54,58.75,23.98,0
45-64,156.47,58.81,24.02,0
45-64,156.17,59.91,24.56,0
45-64,156.24,58.86,24.11,0
45-64,156.37,59.64,24.39,0
45-64,156.09,59.02,24.22,0
45-64,156.62,58.87,24.0,0
45-64,156.48,58.86,24.04,0
45-64,156.76,59.36,24.16,0
45-64,156.49,58.93,24.06,0
45-64,156.24,58.14,23.82,0
45-64,156.67,58.87,23.98,0
45-64,156.74,59.74,24.32,0
45-64,156.44,59.67,24.38,0
45-64,156.44,58.58,23.94,0
45-64,156.81,59.11,24.04,0
45-64,156.59,59.55,24.29,0
45-64,156.0,58.72,24.13,0
45-64,156.69,59.53,24.25,0
45-64,155.81,58.56,24.12,0
45-64,156.59,58.83,23.99,0
45-64,156.29,58.89,24.11,0
45-64,156.73,59.42,24.19,0
45-64,156.41,58.57,23.94,0
45-64,156.01,58.55,24.05,0
45-64,156.36,58.13,23.78,0
45-64,157.03,59.64,24.19,0
45-64,156.23,58.6,24.01,0
45-64,157.25,60.06,24.29,0
45-64,155.95,58.7,24.14,0
45-64,156.18,59.16,24.25,0
45-64,156.87,59.55,24.2,0
45-64,156.43,59.55,24.34,0
45-64,156.9,58.91,23.93,0
45-64,156.63,58.86,23.99,0
45-64,156.31,58.33,23.88,0
45-64,156.8,59.19,24.07,0
45-64,156.62,59.39,24.21,0
45-64,156.33,58.46,23.92,0
45-64,156.66,59.58,24.28,0
45-64,156.81,60.45,24.58,0
45-64,156.36,58.81,24.05,0
45-64,156.82,58.73,23.88,0
45-64,156.8,59.33,24.13,0
45-64,156.14,59.09,24.24,0
45-64,156.43,59.08,24.14,0
45-64,156.56,58.57,23.9,0
45-64,156.58,58.25,23.76,0
45-64,156.22,58.76,24.08,0
45-64,156.15,58.93,24.17,0
45-64,156.3,58.57,23.97,0
45-64,155.95,58.85,24.2,0
45-64,156.7,59.16,24.09,0
45-64,156.11,59.36,24.36,0
45-64,156.68,59.73,24.33,0
45-64,155.94,58.51,24.06,0
45-64,156.42,58.33,23.84,0
45-64,156.21,58.84,24.11,0
45-64,156.35,59.12,24.19,0
45-64,156.04,58.45,24.0,0
45-64,156.84,59.5,24.19,0
45-64,156.56,59.54,24.29,0
45-64,156.45,58.58,23.93,0
45-64,156.12,58.31,23.93,0
45-64,156.43,59.27,24.22,0
45-64,156.73,59.44,24.2,0
45-64,157.14,58.96,23.88,0
45-64,156.69,59.07,24.06,0
45-64,157.04,59.11,23.97,0
45-64,156.41,58.64,23.97,0
45-64,156.42,59.18,24.19,0
45-64,156.21,58.88,24.13,0
45-64,156.63,59.37,24.2,0
45-64,156.54,59.37,24.23,0
45-64,156.25,58.98,24.16,0
45-64,156.39,59.41,24.29,0
45-64,156.53,59.13,24.13,0
45-64,157.02,59.26,24.03,0
45-64,156.62,59.01,24.06,0
45-64,156.44,59.19,24.19,0
45-64,156.28,59.5,24.36,0
45-64,156.09,58.6,24.05,0
45-64,156.06,59.33,24.36,0
45-64,156.62,59.68,24.33,0
45-64,156.3,58.68,24.02,0
45-64,156.45,58.11,23.74,0
45-64,156.26,58.37,23.91,0
45-64,156.47,58.57,23.92,0
45-64,155.97,58.5,24.05,0
45-64,156.55,59.01,24.08,0
45-64,156.41,59.53,24.33,0
45-64,156.09,58.0,23.81,0
45-64,156.26,58.42,23.93,0
45-64,156.36,58.84,24.07,0
45-64,156.15,58.17,23.86,0
45-64,156.58,58.73,23.95,0
45-64,156.3,58.71,24.03,0
45-64,155.93,58.73,24.16,0
45-64,156.16,58.35,23.93,0
45-64,156.39,59.04,24.14,0
45-64,156.34,58.74,24.03,0
45-64,156.33,58.89,24.09,0
45-64,156.39,59.05,24.15,0
45-64,156.72,59.15,24.08,0
45-64,156.12,58.26,23.9,0
45-64,156.25,58.6,24.01,0
45-64,155.64,57.57,23.77,0
45-64,156.63,59.81,24.38,0
45-64,156.63,58.75,23.95,0
45-64,156.4,58.11,23.76,0
45-64,157.31,59.49,24.04,0
45-64,156.31,59.55,24.37,0
45-64,155.88,58.54,24.09,0
45-64,156.91,59.79,24.28,0
45-64,156.26,58.49,23.95,0
45-64,156.37,59.47,24.32,0
45-64,156.32,58.67,24.01,0
45-64,156.31,58.7,24.02,0
45-64,156.75,59.2,24.09,0
45-64,156.41,59.04,24.13,0
45-64,156.43,58.59,23.94,0
45-64,157.14,58.78,23.8,0
45-64,156.71,59.02,24.03,0
45-64,156.17,58.9,24.15,0
45-64,156.21,59.01,24.18,0
45-64,156.42,58.8,24.03,0
45-64,156.64,59.41,24.21,0
45-64,156.61,58.63,23.91,0
45-64,156.24,58.46,23.95,0
45-64,156.53,59.7,24.36,0
45-64,156.34,58.71,24.02,0
45-64,156.91,59.78,24.28,0
45-64,156.45,59.35,24.25,0
45-64,156.78,59.4,24.16,0
45-64,156.38,59.0,24.13,0
45-64,156.29,58.77,24.06,0
45-64,156.64,59.02,24.06,0
45-64,156.39,59.65,24.39,0
45-64,156.34,59.45,24.32,0
45-64,156.28,59.01,24.16,0
45-64,156.8,59.94,24.38,0
45-64,156.82,58.68,23.86,0
45-64,156.81,59.47,24.19,0
45-64,156.51,59.55,24.31,0
45-64,156.12,58.96,24.19,0
45-64,156.77,59.62,24.26,0
45-64,156.45,59.3,24.23,0
45-64,156.61,59.48,24.25,0
45-64,156.26,59.26,24.27,0
45-64,156.46,58.89,24.06,0
45-64,156.24,59.15,24.23,0
45-64,156.31,58.0,23.74,0
45-64,157.09,59.93,24.29,0
45-64,156.75,59.39,24.17,0
45-64,156.33,60.37,24.7,0
45-64,156.82,59.44,24.17,0
45-64,156.39,58.54,23.94,0
45-64,156.7,58.52,23.83,0
45-64,157.06,59.07,23.95,0
45-64,156.72,59.3,24.14,0
45-64,156.72,59.58,24.26,0
45-64,156.63,59.21,24.14,0
45-64,156.17,59.18,24.26,0
45-64,156.56,58.58,23.9,0
45-64,156.62,58.43,23.82,0
45-64,156.31,59.34,24.29,0
45-64,156.57,59.6,24.31,0
45-64,156.06,58.59,24.05,0
45-64,156.62,59.52,24.27,0
45-64,156.35,59.14,24.19,0
45-64,156.19,58.28,23.89,0
45-64,156.01,59.03,24.25,0
45-64,156.83,59.63,24.24,0
45-64,156.82,59.03,24.0,0
45-64,156.18,58.91,24.15,0
45-64,156.55,58.51,23.87,0
45-64,156.74,58.58,23.84,0
45-64,156.41,58.5,23.91,0
45-64,156.38,59.1,24.16,0
45-64,156.34,58.85,24.08,0
45-64,156.41,58.59,23.95,0
45-64,156.12,59.2,24.29,0
45-64,156.5,59.33,24.22,0
45-64,156.54,59.56,24.31,0
45-64,156.79,59.86,24.35,0
45-64,156.99,59.99,24.34,0
45-64,156.51,59.55,24.31,0
45-64,156.11,58.47,23.99,0
45-64,156.3,59.15,24.21,0
45-64,156.07,58.36,23.96,0
45-64,156.8,58.88,23.95,0
45-64,156.29,58.97,24.14,0
45-64,156.3,58.94,24.13,0
45-64,156.53,58.8,24.0,0
45-64,156.38,59.05,24.14,0
45-64,157.23,59.77,24.18,0
45-64,156.31,58.83,24.08,0
45-64,155.91,58.22,23.95,0
45-64,156.65,59.27,24.15,0
45-64,156.09,58.63,24.06,0
45-64,156.22,59.5,24.38,0
45-64,156.16,58.46,23.97,0
45-64,156.36,58.48,23.92,0
45-64,156.63,59.45,24.23,0
45-64,156.57,58.37,23.81,0
45-64,156.66,59.02,24.05,0
45-64,156.52,59.17,24.15,0
45-64,156.68,59.29,24.15,0
45-64,156.74,59.51,24.23,0
45-64,156.68,58.73,23.92,0
45-64,156.45,58.98,24.1,0
45-64,156.66,58.88,23.99,0
45-64,156.56,60.43,24.65,0
45-64,156.07,58.09,23.85,0
45-64,156.48,59.3,24.22,0
45-64,156.88,59.56,24.2,0
45-64,156.57,58.15,23.72,0
45-64,156.3,58.86,24.1,0
45-64,156.21,59.72,24.47,0
45-64,156.82,58.47,23.77,0
45-64,156.58,59.04,24.08,0
45-64,156.25,58.62,24.01,0
45-64,156.99,59.33,24.07,0
45-64,156.0,58.16,23.9,0
45-64,156.58,59.47,24.26,0
45-64,156.48,59.27,24.21,0
45-64,156.5,59.12,24.14,0
45-64,156.74,59.73,24.31,0
45-64,156.43,59.34,24.25,0
45-64,156.42,58.64,23.97,0
45-64,156.37,59.12,24.18,0
45-64,156.72,58.54,23.83,0
45-64,155.94,58.74,24.15,0
45-64,156.38,58.85,24.07,0
45-64,156.65,59.76,24.35,0
45-64,156.56,58.77,23.98,0
45-64,156.1,58.73,24.1,0
45-64,156.33,59.46,24.33,0
45-64,156.79,59.94,24.39,0
45-64,156.39,59.68,24.4,0
45-64,156.04,59.12,24.28,0
45-64,156.57,58.87,24.02,0
45-64,156.69,59.98,24.43,0
45-64,156.65,59.05,24.06,0
45-64,156.6,58.27,23.76,0
45-64,155.64,58.96,24.34,0
45-64,156.44,58.88,24.06,0
45-64,156.22,58.22,23.86,0
45-64,156.32,58.5,23.94,0
45-64,156.63,59.36,24.2,0
45-64,156.66,58.64,23.9,0
45-64,156.32,57.99,23.73,0
45-64,156.2,58.65,24.04,0
45-64,156.13,58.65,24.06,0
45-64,156.5,59.33,24.22,0
45-64,156.39,59.54,24.34,0
45-64,157.03,58.64,23.78,0
45-64,156.35,57.97,23.72,0
45-64,156.27,59.26,24.27,0
45-64,156.5,58.85,24.03,0
45-64,156.24,59.13,24.22,0
45-64,156.47,59.04,24.11,0
45-64,156.71,59.73,24.32,0
45-64,156.58,59.63,24.32,0
45-64,156.31,59.03,24.16,0
45-64,156.3,59.66,24.42,0
45-64,156.39,58.46,23.9,0
45-64,156.05,58.29,23.93,0
45-64,157.1,60.32,24.44,0
45-64,157.04,59.33,24.06,0
45-64,156.56,58.94,24.05,0
45-64,156.71,58.87,23.97,0
45-64,156.69,59.48,24.23,0
45-64,156.65,59.07,24.07,0
45-64,156.76,58.99,24.0,0
45-64,156.88,59.44,24.15,0
45-64,156.11,59.2,24.29,0
45-64,156.19,57.9,23.73,0
45-64,156.57,60.01,24.48,0
45-64,156.5,58.55,23.9,0
45-64,156.96,60.25,24.45,0
45-64,156.16,58.68,24.06,0
45-64,156.68,59.7,24.32,0
45-64,156.36,58.88,24.08,0
45-64,156.53,59.23,24.17,0
45-64,156.43,58.2,23.78,0
45-64,156.43,58.99,24.11,0
45-64,156.29,59.04,24.17,0
45-64,156.41,58.21,23.79,0
45-64,156.14,59.4,24.36,0
45-64,156.17,59.1,24.23,0
45-64,156.61,60.26,24.57,0
45-64,156.73,58.79,23.93,0
45-64,156.57,59.24,24.17,0
45-64,156.71,58.51,23.83,0
45-64,156.95,59.46,24.14,0
45-64,156.27,57.8,23.67,0
45-64,156.58,59.72,24.36,0
45-64,156.41,59.12,24.17,0
45-64,156.38,59.67,24.4,0
45-64,156.29,59.14,24.21,0
45-64,156.74,59.88,24.37,0
45-64,156.51,58.63,23.94,0
45-64,157.12,59.44,24.08,0
45-64,156.48,58.65,23.95,0
45-64,156.37,59.25,24.23,0
45-64,156.27,58.17,23.82,0
45-64,156.59,59.09,24.1,0
45-64,156.85,59.69,24.26,0
45-64,156.53,60.01,24.49,0
45-64,156.5,58.65,23.95,0
45-64,156.39,58.72,24.01,0
45-64,156.59,59.13,24.12,0
45-64,156.8,58.92,23.96,0
45-64,156.53,58.43,23.85,0
45-64,156.58,58.76,23.97,0
45-64,157.19,59.19,23.96,0
45-64,156.46,58.78,24.01,0
45-64,157.0,59.19,24.01,0
45-64,156.31,59.07,24.18,0
45-64,156.35,58.88,24.09,0
45-64,156.25,58.46,23.95,0
45-64,156.42,59.18,24.18,0
45-64,156.35,58.24,23.83,0
45-64,156.04,58.9,24.19,0
45-64,156.53,58.92,24.05,0
45-64,157.13,60.17,24.37,0
45-64,156.92,58.82,23.89,0
45-64,157.17,59.63,24.14,0
45-64,156.53,58.79,24.0,0
45-64,156.39,59.11,24.17,0
45-64,156.45,59.04,24.12,0
45-64,156.42,58.57,23.94,0
45-64,155.92,58.13,23.91,0
45-64,156.76,59.14,24.06,0
45-64,156.77,59.02,24.01,0
45-64,156.11,58.27,23.91,0
45-64,156.03,58.39,23.98,0
45-64,156.67,58.29,23.75,0
45-64,156.35,59.71,24.42,0
45-64,156.28,59.37,24.31,0
45-64,156.86,58.66,23.84,0
45-64,156.5,58.25,23.78,0
45-64,156.38,57.9,23.68,0
45-64,156.36,59.3,24.26,0
45-64,156.38,58.74,24.02,0
45-64,156.46,59.32,24.23,0
45-64,156.72,58.92,23.99,0
45-64,156.21,58.8,24.1,0
45-64,156.31,59.28,24.26,0
45-64,156.46,58.55,23.92,0
45-64,156.33,59.57,24.38,0
45-64,156.66,58.73,23.93,0
45-64,156.44,58.89,24.06,0
45-64,156.01,58.77,24.15,0
45-64,156.42,58.99,24.11,0
45-64,156.73,58.98,24.01,0
45-64,156.64,59.15,24.11,0
45-64,156.54,59.39,24.24,0
45-64,156.77,59.4,24.17,0
45-64,156.04,57.73,23.71,0
45-64,156.16,58.35,23.93,0
45-64,156.32,58.18,23.81,0
45-64,156.73,59.27,24.13,0
45-64,156.86,59.13,24.03,0
45-64,156.85,58.68,23.85,0
45-64,156.41,59.16,24.18,0
45-64,155.92,59.16,24.33,0
45-64,156.45,59.1,24.15,0
45-64,157.19,59.6,24.12,0
45-64,155.9,59.02,24.28,0
45-64,156.3,58.21,23.83,0
45-64,156.46,58.9,24.06,0
45-64,156.16,58.3,23.91,0
45-64,156.83,59.51,24.19,0
45-64,156.4,59.65,24.39,0
45-64,156.01,59.4,24.4,0
45-64,156.42,59.78,24.43,0
45-64,156.26,58.83,24.1,0
45-64,156.63,58.63,23.9,0
45-64,156.25,58.58,24.0,0
45-64,156.45,59.19,24.18,0
45-64,156.45,58.72,23.99,0
45-64,156.47,59.35,24.24,0
45-64,156.55,59.73,24.37,0
45-64,156.3,59.6,24.4,0
45-64,155.99,58.91,24.21,0
45-64,156.31,58.89,24.1,0
45-64,156.48,58.84,24.03,0
45-64,156.34,59.47,24.33,0
45-64,156.34,58.94,24.11,0
45-64,156.57,59.44,24.25,0
45-64,156.65,60.12,24.5,0
45-64,156.21,58.6,24.01,0
45-64,156.61,58.83,23.98,0
45-64,156.74,59.03,24.03,0
45-64,156.4,59.05,24.14,0
45-64,156.27,58.34,23.89,0
45-64,157.09,59.45,24.09,0
45-64,156.05,58.82,24.15,0
45-64,156.19,58.79,24.1,0
45-64,156.18,58.52,23.99,0
45-64,156.55,59.86,24.42,0
45-64,156.68,59.58,24.27,0
45-64,156.9,58.92,23.94,0
45-64,156.62,58.7,23.93,0
45-64,156.4,58.75,24.02,0
45-64,156.7,58.93,24.0,0
45-64,155.9,57.61,23.7,0
45-64,156.59,59.02,24.07,0
45-64,156.9,59.01,23.97,0
45-64,156.05,58.32,23.95,0
45-64,156.39,58.64,23.97,0
45-64,156.37,59.06,24.15,0
45-64,156.96,58.67,23.82,0
45-64,156.34,59.35,24.28,0
45-64,156.39,59.42,24.29,0
45-64,156.32,59.12,24.19,0
45-64,156.91,58.74,23.86,0
45-64,156.38,59.72,24.42,0
45-64,156.77,58.76,23.91,0
45-64,156.0,59.4,24.41,0
45-64,156.26,58.57,23.98,0
45-64,156.73,58.94,23.99,0
45-64,156.78,59.25,24.1,0
45-64,156.3,58.72,24.04,0
45-64,156.77,59.28,24.12,0
45-64,156.87,58.35,23.71,0
45-64,156.08,57.62,23.65,0
45-64,156.64,58.82,23.97,0
45-64,156.38,58.77,24.03,0
45-64,156.22,58.9,24.14,0
45-64,156.37,58.55,23.94,0
45-64,156.51,58.83,24.02,0
45-64,156.68,60.11,24.49,0
45-64,156.57,58.67,23.93,0
45-64,156.26,59.18,24.24,0
45-64,156.35,59.3,24.26,0
45-64,156.34,58.57,23.96,0
45-64,156.09,58.35,23.95,0
45-64,157.12,60.45,24.49,0
45-64,156.23,58.07,23.79,0
45-64,156.57,59.83,24.41,0
45-64,156.93,58.68,23.83,0
45-64,155.95,58.7,24.14,0
45-64,156.38,58.18,23.79,0
45-64,156.13,58.75,24.1,0
45-64,156.72,59.16,24.09,0
45-64,156.1,58.5,24.01,0
45-64,156.49,58.53,23.9,0
45-64,156.3,58.83,24.08,0
45-64,156.87,58.8,23.9,0
45-64,156.14,58.41,23.96,0
45-64,156.15,58.68,24.07,0
45-64,156.61,58.48,23.84,0
45-64,156.46,58.69,23.98,0
45-64,156.51,58.89,24.04,0
45-64,156.59,59.46,24.25,0
45-64,156.66,58.28,23.74,0
45-64,156.66,59.34,24.18,0
45-64,156.47,58.62,23.94,0
45-64,156.78,59.38,24.16,0
45-64,156.13,58.82,24.13,0
45-64,156.27,59.61,24.41,0
45-64,156.19,58.58,24.01,0
45-64,156.37,58.08,23.75,0
45-64,156.61,58.93,24.03,0
45-64,156.7,59.52,24.24,0
45-64,156.6,59.47,24.25,0
45-64,156.43,58.97,24.1,0
45-64,156.11,58.57,24.03,0
45-64,156.24,58.77,24.08,0
45-64,156.25,58.79,24.08,0
45-64,156.63,59.06,24.07,0
45-64,156.3,59.98,24.55,0
45-64,157.12,58.42,23.66,0
45-64,156.75,58.7,23.89,0
45-64,156.35,59.76,24.45,0
45-64,156.47,58.71,23.98,0
45-64,156.24,58.61,24.01,0
45-64,156.42,59.69,24.4,0
45-64,156.48,58.29,23.8,0
45-64,156.59,58.95,24.04,0
45-64,156.43,59.41,24.28,0
45-64,156.25,58.46,23.95,0
45-64,156.21,59.34,24.32,0
45-64,156.4,58.94,24.09,0
45-64,156.82,59.53,24.21,0
45-64,156.21,58.18,23.84,0
45-64,156.24,59.5,24.38,0
45-64,156.63,58.81,23.97,0
45-64,156.07,58.65,24.08,0
45-64,156.4,59.27,24.23,0
45-64,156.47,58.46,23.88,0
45-64,156.19,58.46,23.96,0
45-64,156.35,58.67,24.0,0
45-64,157.14,60.0,24.3,0
45-64,156.74,58.9,23.98,0
45-64,156.32,58.82,24.07,0
45-64,156.24,58.64,24.02,0
45-64,156.71,59.34,24.16,0
45-64,156.61,58.67,23.92,0
45-64,156.58,58.48,23.85,0
45-64,156.77,59.45,24.19,0
45-64,156.47,59.0,24.1,0
45-64,156.76,60.09,24.45,0
45-64,156.48,59.18,24.17,0
45-64,156.23,58.43,23.94,0
45-64,156.32,58.61,23.99,0
45-64,156.24,59.3,24.29,0
45-64,156.48,58.53,23.9,0
45-64,155.96,59.89,24.62,0
45-64,156.33,58.09,23.77,0
45-64,156.69,59.34,24.17,0
45-64,156.67,58.8,23.95,0
45-64,156.54,58.97,24.06,0
45-64,156.37,59.14,24.19,0
45-64,156.55,58.14,23.72,0
45-64,156.72,58.46,23.8,0
45-64,156.46,58.74,24.0,0
45-64,156.46,58.82,24.03,0
45-64,156.15,58.74,24.09,0
45-64,155.96,59.22,24.34,0
45-64,156.1,58.76,24.12,0
45-64,156.16,59.53,24.41,0
45-64,156.12,58.84,24.14,0
45-64,156.39,59.4,24.29,0
45-64,156.26,59.2,24.25,0
45-64,156.43,59.28,24.23,0
45-64,156.05,58.91,24.19,0
45-64,156.16,59.48,24.39,0
45-64,156.86,59.71,24.26,0
